nohup: ignoring input
Running seek with root {0,0,1,1,} and ceiling 1000000000
Time: Tue Apr 21 13:25:33 2015
49900000000th iteration: 430573408 338472364 516052057 5475121
50000000000th iteration: 2425849380 1779383208 927009 2475756513
50100000000th iteration: 464932096 1017632716 2893849705 2858285953
50200000000th iteration: 1786330920 179328708 826927713 1847753649
50300000000th iteration: 2739946192 44579128 2373305089 1733618041
50400000000th iteration: 3079581472 1207088524 3010450225 404552209
50500000000th iteration: 2713777624 1265254996 2726345281 252990289
50600000000th iteration: 267556 1678672552 1313248129 1866371713
50700000000th iteration: 2944186500 1971311688 2441019609 22584393
50800000000th iteration: 17956 1203016420 1585336417 1696878817
50900000000th iteration: 579157536 74863272 1149660609 1070471433
51000000000th iteration: 290819584 1236038476 2835213961 2725966369
51100000000th iteration: 827480016 971446236 1169261385 77433
51200000000th iteration: 358286976 1316565516 3145383513 3052875825
51300000000th iteration: 1165278004 22797124 1514217577 1801427665
51400000000th iteration: 2193284328 4848 2391860985 1689145929
51500000000th iteration: 2748750520 1626027088 78564961 2422379161
51600000000th iteration: 1471580440 319162516 3164467537 3299210497
51700000000th iteration: 662183884 2424037180 2422922329 551656777
51800000000th iteration: 2269847340 2015200476 44541273 1412537481
51900000000th iteration: 3551480364 1221077760 3514952793 592382793
52000000000th iteration: 16015884 645242748 388989801 562903017
52100000000th iteration: 1294090176 84804552 1205820153 650905569
52200000000th iteration: 1848652732 373551664 1847185249 558091225
52300000000th iteration: 1593943332 1796209620 1142759769 28346049
52400000000th iteration: 23229664 1289888824 1505712337 957039745
52500000000th iteration: 4530244 2224043080 1574244457 1763663449
52600000000th iteration: 284882736 812297496 132020385 807063753
52700000000th iteration: 91049740 1170498604 607973809 1245188617
52800000000th iteration: 3239802784 3219943756 600688081 1039122769
52900000000th iteration: 1664512756 1384750804 16981321 1095038809
53000000000th iteration: 567312300 367378368 21596649 637347993
53100000000th iteration: 1281561136 3256897372 3307979857 448420225
53200000000th iteration: 1506262444 525266944 1522422577 252486865
53300000000th iteration: 1446263328 1194715704 10589097 971300121
53400000000th iteration: 520838944 1118909260 1144987777 108456289
53500000000th iteration: 1080878380 147327136 418469977 1067561497
53600000000th iteration: 132694624 36173560 316627993 308555113
53700000000th iteration: 827570848 1793981260 1724774689 159750913
53800000000th iteration: 2975317224 2100136416 7284489 2356098561
53900000000th iteration: 3064108 1619893324 1281060073 1149472705
54000000000th iteration: 1289144080 1314234652 536766817 159946561
54100000000th iteration: 5661696 1833495624 2042928729 2588057361
54200000000th iteration: 91025536 64120300 308028937 308637817
54300000000th iteration: 2129685600 3863784 2316160473 2966230353
54400000000th iteration: 1726985884 2421069148 57073 1962521785
54500000000th iteration: 1982542420 1369896628 1615939969 7566193
54600000000th iteration: 1371960964 961193860 30853009 1547695537
54700000000th iteration: 481180188 322697964 546432873 15776265
54800000000th iteration: 365149368 517418832 13095801 596433249
54900000000th iteration: 135347944 1361806624 1306546897 600842665
55000000000th iteration: 1962162136 2244639856 2756822113 265225
55100000000th iteration: 1640473972 1305621688 1856873833 149377
55200000000th iteration: 2315520372 2051799108 1348470057 73471233
55300000000th iteration: 1422447000 18147444 1275993009 922887177
55400000000th iteration: 897032776 1615022020 90169393 1659844081
55500000000th iteration: 1169921644 635284384 1103171905 58452337
55600000000th iteration: 1615464 690613380 925209873 982614873
55700000000th iteration: 1323105588 97604100 1414060401 701533881
55800000000th iteration: 787385580 457833804 844440009 41619537
55900000000th iteration: 443667640 1103924128 2996575081 2947270921
56000000000th iteration: 603234924 321055296 31578489 556615401
56100000000th iteration: 2462671528 166468 2054723209 1741076905
56200000000th iteration: 2978662444 3154645516 1617183121 197602729
56300000000th iteration: 1322844432 410082936 3210401169 3288935913
56400000000th iteration: 2142683136 1451808072 1748633337 13769265
56500000000th iteration: 15178720 114500908 227653849 214510513
56600000000th iteration: 44701696 127902796 127157209 20917009
56700000000th iteration: 8123620 747802408 894095593 592236889
56800000000th iteration: 640961548 63662368 297127849 660592825
56900000000th iteration: 1533912724 1694236324 1605745 1186477177
57000000000th iteration: 459648496 622031452 2154486193 2151811009
57100000000th iteration: 2427103672 1124245648 223759297 2400066313
57200000000th iteration: 6345880 1806663028 2129742529 2592908473
57300000000th iteration: 161103396 1347271368 1360074945 566667561
57400000000th iteration: 1788784 215464168 143768377 177664921
57500000000th iteration: 565725504 772162056 76761 783947889
57600000000th iteration: 1889824 529701292 367603321 498185713
57700000000th iteration: 1613639616 2555737164 42457569 2211063441
57800000000th iteration: 1466801496 9034068 2136707577 1955241009
57900000000th iteration: 992251816 832734628 644482801 11938825
58000000000th iteration: 723249036 742599660 298325673 92533761
58100000000th iteration: 2827960452 1266675636 272404377 2723940945
58200000000th iteration: 2426697400 2761547872 77098609 1638636049
58300000000th iteration: 2785397700 1768181556 2420125761 43886553
58400000000th iteration: 1144850884 38279092 1296785929 763530865
58500000000th iteration: 642526540 9399808 496437721 765536401
58600000000th iteration: 2174864616 15250032 1460457273 1824826329
58700000000th iteration: 2692 1633906696 1354189897 1921048825
58800000000th iteration: 13366360 2353126228 1604786833 1912308289
58900000000th iteration: 1595122624 2680885192 73390969 2352824545
59000000000th iteration: 996750196 1043035156 97771633 470134945
59100000000th iteration: 1517300652 14239644 1003477665 1264085409
59200000000th iteration: 1029289156 3407641672 3401170105 687245857
59300000000th iteration: 13087396 217070884 377944393 336758377
59400000000th iteration: 2165938000 836887996 299585953 2156486281
59500000000th iteration: 74407968 77489676 41729121 4153305
59600000000th iteration: 1021376068 70375912 1813142281 1627962889
59700000000th iteration: 1729757316 2450037636 246033 2055150945
59800000000th iteration: 2072524576 111343468 1986988057 1114566649
59900000000th iteration: 1552154536 62607652 2568631825 2238414577
60000000000th iteration: 1779608352 2108046924 2601011745 13894209
60100000000th iteration: 382589572 24730888 601911001 672775489
60200000000th iteration: 3051352440 1116646992 459219249 3013116249
60300000000th iteration: 50957392 1786145788 2851479049 2446182721
60400000000th iteration: 1286051740 952444816 1508808721 24964753
60500000000th iteration: 1589488204 5748448 1968893641 2298167857
60600000000th iteration: 300321264 2635471260 1101228417 2551771089
60700000000th iteration: 800577948 1911137520 1922662833 229215009
60800000000th iteration: 2526809860 2568631528 300843193 1070743729
60900000000th iteration: 1678317184 42124 2018500057 2380165105
61000000000th iteration: 13543968 764499432 880563057 560208873
61100000000th iteration: 872326348 740190016 13292881 555054625
61200000000th iteration: 3424235112 3409253088 1096213209 637834641
61300000000th iteration: 1639286980 1323616072 1977793081 15322657
61400000000th iteration: 1793794024 2293109872 2549642281 410473
61500000000th iteration: 1732674108 96782268 2985278097 2648461497
61600000000th iteration: 2161810644 2579993508 1678077417 30532881
61700000000th iteration: 1615143276 157516956 2862373305 2991515193
61800000000th iteration: 2386606680 2388793236 535323201 661297353
61900000000th iteration: 103648300 1111277404 518714713 1118540473
62000000000th iteration: 184210608 2532200124 2377037193 1237596465
62100000000th iteration: 90742912 1005311980 1726443961 1851848137
62200000000th iteration: 25442688 1007905260 606318009 880463433
62300000000th iteration: 909701200 3150805852 3153793441 673807297
62400000000th iteration: 49624 1264010836 1027225609 1460038441
62500000000th iteration: 1881276672 1945824840 902584881 172220697
62600000000th iteration: 1525741888 17443564 2272257097 2075804401
62700000000th iteration: 2271464524 698471404 2262129001 446610961
62800000000th iteration: 392601792 603921900 679093017 22596681
62900000000th iteration: 1198648324 3415558312 3416797705 559382089
63000000000th iteration: 310807792 1554533080 1560324049 475145209
63100000000th iteration: 60108048 413325372 790134417 840543993
63200000000th iteration: 113882424 877689360 1636309257 1736522529
63300000000th iteration: 2010872500 2786072248 2200802689 12553
63400000000th iteration: 1245203268 1427878344 31103625 875537553
63500000000th iteration: 1814000068 318520360 1829742601 612229801
63600000000th iteration: 1286632644 1761838824 2032136265 32856897
63700000000th iteration: 705796 534157108 764112025 661179601
63800000000th iteration: 306923712 271632648 181012737 8991273
63900000000th iteration: 119936884 2616481528 2376414481 1428529057
64000000000th iteration: 531702316 2895328 391656001 571403785
64100000000th iteration: 145871932 184918384 2310769 222058345
64200000000th iteration: 2736519840 2280844968 1313169 1928953113
64300000000th iteration: 2457273024 42842604 2774094201 1767939561
64400000000th iteration: 2851182300 1080031632 2805965409 402413529
64500000000th iteration: 185253916 1742885104 749329441 1679744329
64600000000th iteration: 1522196404 1820222296 18537961 1196935249
64700000000th iteration: 2201457484 2212541116 749499049 379859641
64800000000th iteration: 1387794664 185766820 1357534297 538821889
64900000000th iteration: 567922252 285915964 533919961 37609273
65000000000th iteration: 6295528 1091471392 1574277097 1263753553
65100000000th iteration: 1488373392 2109646008 1783337481 25569
65200000000th iteration: 2401264968 39300 1867426929 2649242193
65300000000th iteration: 730663836 1865771664 1887727641 257666049
65400000000th iteration: 79381380 37429572 228359721 225900537
65500000000th iteration: 1140766936 46235188 1886232769 1662267457
65600000000th iteration: 1215126808 963230080 12560641 1450311601
65700000000th iteration: 3547933632 3548866968 937519401 837847449
65800000000th iteration: 1670417104 2074886332 2443322785 10372849
65900000000th iteration: 28000 1864857208 1645012009 1311794473
66000000000th iteration: 661767408 896728188 947456649 2702745
66100000000th iteration: 1365823660 4108 1353215233 1812569689
66200000000th iteration: 314879320 1013532784 2459277529 2523609937
66300000000th iteration: 92553808 1535343868 2382095857 2673075097
66400000000th iteration: 1660519788 2404805664 68632833 2755583625
66500000000th iteration: 500547148 252640300 471921289 33010753
66600000000th iteration: 1865240652 2492953836 2647829937 3413865
66700000000th iteration: 95760 321522552 239945169 337033449
66800000000th iteration: 2579988340 2285934724 1518550369 76656697
66900000000th iteration: 42552 1700716596 1626445977 1213840185
67000000000th iteration: 1697848144 1253729800 33576073 1989965593
67100000000th iteration: 1679742468 2076281412 7175481 2435387289
67200000000th iteration: 507484648 517023520 70278769 199567753
67300000000th iteration: 773949384 185724516 201396537 774005913
67400000000th iteration: 3090172372 3160363672 366327721 1318464745
67500000000th iteration: 380276352 2012803272 2001819441 637109145
67600000000th iteration: 712900132 132396808 1534720297 1462663393
67700000000th iteration: 3062165872 1513101016 2868125665 214450057
67800000000th iteration: 219203404 597777004 601337761 91878841
67900000000th iteration: 270451564 737151616 112632121 738782089
68000000000th iteration: 1310748868 1103642692 1610885953 8079217
68100000000th iteration: 248033040 1157260536 2498577441 2571597753
68200000000th iteration: 1928690260 132097144 961567729 1814613097
68300000000th iteration: 728002740 3588 704811873 521947209
68400000000th iteration: 229866340 94554856 628221937 620282377
68500000000th iteration: 1012749256 20409472 1185794449 745580473
68600000000th iteration: 2383948972 1289693644 120085441 2238549193
68700000000th iteration: 2360321644 1584327520 2670451033 75139993
68800000000th iteration: 3278065324 1257069340 3243695473 455830753
68900000000th iteration: 2537746576 1874281852 2774065753 18658969
69000000000th iteration: 1220701984 54765352 2045271193 1793124721
69100000000th iteration: 2892648892 2535417676 1845516217 43517305
69200000000th iteration: 1054329384 1453660512 1692348825 31819809
69300000000th iteration: 2824609756 7522156 2678134945 1976381713
69400000000th iteration: 2041576104 790949856 2076704889 289850241
69500000000th iteration: 1313226760 456174052 215908321 1301176177
69600000000th iteration: 15469860 996749448 1270462953 1516255329
69700000000th iteration: 2185938072 2191937472 1199380521 119961945
69800000000th iteration: 2396596960 37996264 2072271049 1519977697
69900000000th iteration: 274857352 157955536 853718617 850762105
70000000000th iteration: 1249460860 2488337968 211124761 2631914881
70100000000th iteration: 1188756280 7790944 1096335649 805484497
70200000000th iteration: 2213969848 1171838944 2130977665 127634353
70300000000th iteration: 2463991228 1915282288 2725379905 1113889
70400000000th iteration: 998386476 1343439552 3074385 1424618697
70500000000th iteration: 2310945316 608625124 2310406033 547388977
70600000000th iteration: 1033606260 1855034808 76943409 1679393913
70700000000th iteration: 397756248 2603579124 954788673 2607609945
70800000000th iteration: 1920286696 25258660 2128935481 1390019233
70900000000th iteration: 1942909092 2396913636 2908952577 23788305
71000000000th iteration: 1029513796 18340084 756832249 1190114161
71100000000th iteration: 942262756 51089128 496555105 866835481
71200000000th iteration: 561278920 2036524048 2037253849 459293593
71300000000th iteration: 2173964700 1603319952 3434289 2265595689
71400000000th iteration: 1797386424 1588391520 1066392033 50552433
71500000000th iteration: 1538100264 1002779364 18556401 1385312361
71600000000th iteration: 369565960 1416064 272661913 392998753
71700000000th iteration: 2034347044 93995236 1113983281 1873515649
71800000000th iteration: 253642072 2303704816 2227679905 977077897
71900000000th iteration: 1458918520 39548884 1282900873 869590033
72000000000th iteration: 2170017028 1537676104 2026121833 137425
72100000000th iteration: 985114144 1154733352 2404153 801344401
72200000000th iteration: 1866309912 2688000 1464399537 1334748561
72300000000th iteration: 423723552 1173219276 3024989985 3053229177
72400000000th iteration: 1876118068 913256596 1959077545 168583561
72500000000th iteration: 2215768 845887936 721289329 584781217
72600000000th iteration: 2118177228 2375410656 1532317209 32216457
72700000000th iteration: 1360 220337404 156790897 179903809
72800000000th iteration: 1714277992 229544452 1755069913 689129113
72900000000th iteration: 1093859352 1158508980 71178921 597106137
73000000000th iteration: 1010621920 1003422376 420358081 120550393
73100000000th iteration: 2646472168 2540566372 151091569 1402418641
73200000000th iteration: 1138808520 873776592 1240460577 510321
73300000000th iteration: 4709296 1768728664 1427499481 2061029569
73400000000th iteration: 1939729668 2383941768 2757878937 246057
73500000000th iteration: 156292396 392995420 50028601 383172313
73600000000th iteration: 470037592 199850992 1299124393 1285836193
73700000000th iteration: 3313109788 972479632 692036161 3305295769
73800000000th iteration: 712615728 187156632 712682193 169353177
73900000000th iteration: 286837900 2851057132 1252151617 2737596361
74000000000th iteration: 1048624576 5731096 776442553 1134571945
74100000000th iteration: 975800868 54759720 1052782833 562171089
74200000000th iteration: 1749703660 65524108 1567267009 991835113
74300000000th iteration: 762953824 3327865000 902961073 3325971913
74400000000th iteration: 2792465908 317128504 1171263001 2713166737
74500000000th iteration: 337229596 2635456048 1087161145 2706449041
74600000000th iteration: 1367667172 40660168 804304417 1206981073
74700000000th iteration: 187346692 534954100 529376617 86706481
74800000000th iteration: 637546524 285386160 1799309217 1776042129
74900000000th iteration: 2734782736 2244434296 73 1942951825
75000000000th iteration: 7841368 494729920 313647361 423669121
75100000000th iteration: 1296018148 935453524 1465401553 22167385
75200000000th iteration: 1458088908 363604524 1458089241 365440977
75300000000th iteration: 1974409780 2378891992 22949161 1571287057
75400000000th iteration: 263176476 2743394064 2625709497 1226297313
75500000000th iteration: 1610854084 53832004 1432852801 930628801
75600000000th iteration: 1194333736 1309386724 874703641 11073409
75700000000th iteration: 1133922628 261255976 2585184481 2484779785
75800000000th iteration: 2346711388 1667137564 1629601 2242367497
75900000000th iteration: 1621593528 2251098420 2543104881 39003801
76000000000th iteration: 1063371036 1836803760 60604041 1632897993
76100000000th iteration: 277979280 55265784 581847153 609096393
76200000000th iteration: 325846960 697842556 712490977 66813697
76300000000th iteration: 48301464 2504986992 2939564025 1856895489
76400000000th iteration: 32578960 216892 29879257 22033081
76500000000th iteration: 110429172 7979544 54070785 103593729
76600000000th iteration: 362150380 3048940828 3122149513 1301000089
76700000000th iteration: 2859556864 1147838188 357007201 2785658497
76800000000th iteration: 1147747032 2102737236 96563985 1910722137
76900000000th iteration: 1068983292 1976299536 99382305 1853299977
77000000000th iteration: 281153736 2814099840 2900553753 1301535441
77100000000th iteration: 39531528 2296294596 2712674097 1733216529
77200000000th iteration: 2591423008 2336115640 106085929 1445998633
77300000000th iteration: 69094692 2645305236 2314862793 1584057729
77400000000th iteration: 420322980 759632136 2310427641 2326345113
77500000000th iteration: 36439792 400746364 678984769 743992705
77600000000th iteration: 236121468 2622576204 1214140785 2554635633
77700000000th iteration: 2173726368 1957124328 939489 1526626905
77800000000th iteration: 19259544 779257776 471030369 689105001
77900000000th iteration: 1522812028 1310089660 521329 1849848073
78000000000th iteration: 2492254944 1834583976 2917586529 50186361
78100000000th iteration: 1606045248 101820012 1685112369 876443721
78200000000th iteration: 338080792 2519923648 1011983401 2579964409
78300000000th iteration: 499394848 439585720 1876061401 1876683001
78400000000th iteration: 144272160 2754262008 1634456289 3017323233
78500000000th iteration: 1522962972 1253905776 1320705 1788822057
78600000000th iteration: 1733915896 1805168608 797632057 179066089
78700000000th iteration: 214486216 2990064016 3204224713 1602576025
78800000000th iteration: 17719312 2590754056 2169803137 1742177185
78900000000th iteration: 606818976 1404441420 1444450713 163640961
79000000000th iteration: 322803892 385407256 251038057 4477105
79100000000th iteration: 2294340156 1546119120 1921389273 14992281
79200000000th iteration: 494976244 12419284 778489081 692618281
79300000000th iteration: 249905376 1991821032 830550177 2047898505
79400000000th iteration: 2655443512 88987024 1533399961 2362192753
79500000000th iteration: 1923212308 2050095256 1108492945 103321921
79600000000th iteration: 472544908 26259244 254427481 461406817
79700000000th iteration: 7268736 1559146284 1703571201 1169209089
79800000000th iteration: 1083927180 1201424892 14369529 784013529
79900000000th iteration: 139035744 2531060520 1483494297 2768823969
80000000000th iteration: 2632047540 1328576196 173254737 2479016937
80100000000th iteration: 902296464 162206904 296715945 899878017
80200000000th iteration: 1197474172 834599248 1095476017 2275393
80300000000th iteration: 501429472 749322808 2480377009 2481324961
80400000000th iteration: 2120963364 2331485352 100210665 1291425489
80500000000th iteration: 2644931736 2080360404 1883627289 4711161
80600000000th iteration: 1922871196 2229161008 1375142521 45792145
80700000000th iteration: 560635524 623959848 790832433 1688985
80800000000th iteration: 150621496 1613614864 2985865033 2799013057
80900000000th iteration: 192148864 2264864140 1136474449 2393526817
81000000000th iteration: 102618124 2026276480 1199557033 2194380073
81100000000th iteration: 1313495740 157335088 2415880993 2546700769
81200000000th iteration: 772051876 9973576 1160024425 959561353
81300000000th iteration: 1319873272 73600756 1267414249 703768873
81400000000th iteration: 1586850040 1560641248 585274921 234456361
81500000000th iteration: 1868867292 15470700 2539198497 2739167121
81600000000th iteration: 18406924 954035008 847085593 594822865
81700000000th iteration: 520437112 2781809632 2797974073 895588153
81800000000th iteration: 2859077040 1761826152 2515313649 60350529
81900000000th iteration: 2192873632 2341165420 1264477609 118216609
82000000000th iteration: 2032825668 1474434564 1300137 1576585881
82100000000th iteration: 1618287576 2296555824 56950401 2636816889
82200000000th iteration: 197521212 2001378108 1919387433 885382017
82300000000th iteration: 1200813012 280924452 2750024313 2643401793
82400000000th iteration: 165684 658362936 558685569 463368201
82500000000th iteration: 2697796 615556744 812979073 890051137
82600000000th iteration: 1625571376 2191845544 2274794281 542089
82700000000th iteration: 1074693400 1332637492 920312017 5742481
82800000000th iteration: 259724068 1638296872 593393833 1660911697
82900000000th iteration: 1471386604 1358010460 79764913 776384833
83000000000th iteration: 803194012 2002124560 269104897 2049614041
83100000000th iteration: 630234484 196263508 1531837705 1569311593
83200000000th iteration: 519887832 908719344 988278585 53917809
83300000000th iteration: 1152481012 327508756 2773480177 2731184065
83400000000th iteration: 2091447516 317171856 2076803169 765161049
83500000000th iteration: 1302538276 22865896 950403793 1492729105
83600000000th iteration: 370094956 702826444 41076649 674453041
83700000000th iteration: 141565704 45569472 141131049 26211105
83800000000th iteration: 36884836 422967844 444807841 209341489
83900000000th iteration: 1842249292 2612151292 2180729425 956401
84000000000th iteration: 351491224 311959744 204232345 11327017
84100000000th iteration: 136668388 1318940104 2452755745 2392408873
84200000000th iteration: 150382588 500620 171607033 213988249
84300000000th iteration: 437789224 993496996 99180409 954122881
84400000000th iteration: 837921280 133443916 827248993 296189041
84500000000th iteration: 199372860 158410032 559689 140105049
84600000000th iteration: 415872340 465386392 299961169 6402529
84700000000th iteration: 2940527116 877685548 604732105 2946918001
84800000000th iteration: 581681932 5010556 470037337 699804265
84900000000th iteration: 33736 1088392996 766816489 928007689
85000000000th iteration: 459482824 820796836 740909569 33129361
85100000000th iteration: 309095488 281824204 605881 215218777
85200000000th iteration: 1166095056 402092280 2937999537 3003639417
85300000000th iteration: 1689249220 554954308 1676568529 302357233
85400000000th iteration: 1401522072 851176896 66734745 1539028377
85500000000th iteration: 2344329000 1562992164 78655377 2656055529
85600000000th iteration: 2972091240 167287536 3098786697 1664807817
85700000000th iteration: 4967764 1780655128 1251668953 1414346545
85800000000th iteration: 1360384 1708381144 1370858041 1958329321
85900000000th iteration: 1336601940 1809533784 35738337 2121197169
86000000000th iteration: 30749524 162329140 51326209 161607697
86100000000th iteration: 1536077076 147959544 2880553521 2638597449
86200000000th iteration: 23753416 118244836 253488745 255554473
86300000000th iteration: 2295073516 2257174156 890881345 309538153
86400000000th iteration: 1376732512 2940927208 276867313 2986728697
86500000000th iteration: 3393215824 630923260 1088648353 3381821353
86600000000th iteration: 635213236 706289476 25 884692033
86700000000th iteration: 1571425368 0 1422934809 1977441513
86800000000th iteration: 7061484 1377279372 1977422529 1582007145
86900000000th iteration: 105739480 1615396288 2845903873 2547726049
87000000000th iteration: 2383677772 2555580796 1279304353 170440129
87100000000th iteration: 2828612760 2713448112 1519570761 152792577
87200000000th iteration: 27407952 551002056 598286337 328237665
87300000000th iteration: 1283667108 1511040360 1869313161 9264441
87400000000th iteration: 2348690220 2003444364 3564729 1636607457
87500000000th iteration: 871751236 931744264 1200460561 552049
87600000000th iteration: 18232192 220120204 365053249 402270385
87700000000th iteration: 1103752548 1640714088 1347587937 11869857
87800000000th iteration: 149836204 194036512 3433 141985801
87900000000th iteration: 1807782048 1596103020 1064781489 53245953
88000000000th iteration: 24696 663402420 466999857 569877537
88100000000th iteration: 2977850700 6912 2247670809 2219703249
88200000000th iteration: 215863972 214906468 41332369 67709041
88300000000th iteration: 314441620 112074868 50980033 317997169
88400000000th iteration: 578258044 403200592 501140425 735169
88500000000th iteration: 1000269028 6142024 736237345 1079482513
88600000000th iteration: 1349821116 1826660412 2137798809 35303313
88700000000th iteration: 617820036 3327381096 1070315745 3322407753
88800000000th iteration: 255301852 551189296 47839009 524689993
88900000000th iteration: 201262084 563980552 1447202785 1462249849
89000000000th iteration: 2626232488 878500 2422371913 1852535089
89100000000th iteration: 1803109704 286838736 1827680193 651605217
89200000000th iteration: 22596820 2030374168 1702164073 1326586729
89300000000th iteration: 975917796 3188554056 634197345 3190849233
89400000000th iteration: 2313745768 1665332452 1837736977 3433
89500000000th iteration: 175782364 2509136620 2692661377 1355920609
89600000000th iteration: 1333762672 14620 938296177 1161477241
89700000000th iteration: 2864644708 71464 2021028121 2613655657
89800000000th iteration: 2704709464 329936896 1130985721 2743555129
89900000000th iteration: 2335532824 2555210260 1372628857 126883129
90000000000th iteration: 36100404 1047521016 1505985129 1699277961
90100000000th iteration: 2380947280 109167772 1466160169 2631934609
90200000000th iteration: 21460 2018494936 2516960857 2869514137
90300000000th iteration: 1381171660 1412509312 643555969 133383889
90400000000th iteration: 494234832 795242424 35311089 881702025
90500000000th iteration: 577423672 3106409296 997015153 3096589129
90600000000th iteration: 1199585764 852235108 22292425 1344675193
90700000000th iteration: 2206020124 59486512 2535358585 1539571609
90800000000th iteration: 1616215236 886236420 1726287753 106103721
90900000000th iteration: 431569816 1111706224 1088756833 149079577
91000000000th iteration: 984111796 2970101140 534539257 2991095497
91100000000th iteration: 3067325940 1355482104 303561777 2941986009
91200000000th iteration: 2646847212 139249056 1407579825 2444974617
91300000000th iteration: 1487682636 948003456 22309329 1268821569
91400000000th iteration: 2261265688 128064256 2171349745 1200947041
91500000000th iteration: 1487934220 2251330924 1886973193 21133153
91600000000th iteration: 369874240 20493388 340439281 193878721
91700000000th iteration: 247917508 2007832564 1962636865 812285353
91800000000th iteration: 1289767420 1445776 1490699257 1041740857
91900000000th iteration: 2890276504 2643905728 146801113 1544707945
92000000000th iteration: 1413501004 989823904 1232889721 911881
92100000000th iteration: 1613831076 7845156 1299354393 1899156105
92200000000th iteration: 27339148 1130666428 789271585 1281920929
92300000000th iteration: 919888324 1312263412 2762185 1237149409
92400000000th iteration: 33252808 770167108 1284461569 1124334625
92500000000th iteration: 1545256564 717564760 1472770729 133430617
92600000000th iteration: 2263461076 479142424 2258788009 657273001
92700000000th iteration: 5666460 210726444 125709969 184912257
92800000000th iteration: 2191422184 2107395760 1018296337 191442049
92900000000th iteration: 1359153076 1028199160 1010453833 77161
93000000000th iteration: 27280572 1605807600 1898381481 1214484057
93100000000th iteration: 5352 411591840 474871257 334135041
93200000000th iteration: 524445048 2500711956 731680497 2495103249
93300000000th iteration: 11845636 1374105988 1714160305 2031019441
93400000000th iteration: 220162024 1762369840 1799244529 732188977
93500000000th iteration: 582794632 3146121472 1020691801 3166243105
93600000000th iteration: 2639671492 2461753588 1433060353 129399337
93700000000th iteration: 486402252 2536304544 800233449 2545524825
93800000000th iteration: 157415220 527201592 108048777 526944201
93900000000th iteration: 1554383836 1549876624 237171769 568431361
94000000000th iteration: 27763420 1827515164 1618546489 1166387857
94100000000th iteration: 2193241416 1577097732 34290705 2449556337
94200000000th iteration: 1623972460 752825344 161579593 1675208593
94300000000th iteration: 134816380 1484195248 2562532561 2731480081
94400000000th iteration: 2164268484 1214186472 2343197385 136341129
94500000000th iteration: 686360248 3305080756 3308010865 977607361
94600000000th iteration: 461571328 1245689608 3231448969 3280609585
94700000000th iteration: 91712292 221095752 25752465 215061081
94800000000th iteration: 314214840 33656148 326467881 142110201
94900000000th iteration: 2125695892 2577987160 3080761 1811874577
95000000000th iteration: 2218531140 11784564 2033922657 1513028169
95100000000th iteration: 2514746284 37574476 2992330489 1936864561
95200000000th iteration: 1308141280 136370092 599636929 1362462769
95300000000th iteration: 1795197928 694623328 1774145329 245150905
95400000000th iteration: 185456824 595379572 1445537305 1484071129
95500000000th iteration: 171132 1524995196 2158352217 1805126865
95600000000th iteration: 4981336 2270283796 1951648489 1573269289
95700000000th iteration: 737604864 519005448 42825 658906353
95800000000th iteration: 1181695692 107638764 2033311809 2180245305
95900000000th iteration: 2959092216 2563720416 65139609 1810805049
96000000000th iteration: 54523744 457055032 455781505 190700449
96100000000th iteration: 483959668 2433826360 745970089 2438883073
96200000000th iteration: 792726244 173020516 1780747321 1707430729
96300000000th iteration: 2004122584 2909181808 12124393 2374485505
96400000000th iteration: 434045152 557391724 618346969 325585
96500000000th iteration: 1554462136 920366548 1367485081 44082505
96600000000th iteration: 990564924 1036365948 472926753 94136985
96700000000th iteration: 72513784 762095008 1405990561 1342345297
96800000000th iteration: 209329432 1787240512 738712393 1735918633
96900000000th iteration: 115595604 1255278360 603343449 1304937657
97000000000th iteration: 2052680412 187483728 2158514049 998972961
97100000000th iteration: 188264524 406672684 36618601 396139201
97200000000th iteration: 2101373452 35354812 1324296001 1792448545
97300000000th iteration: 948040384 2878349260 2874079897 517016689
97400000000th iteration: 224230800 157481544 201879129 96297
97500000000th iteration: 541614576 563962920 259830417 50305377
97600000000th iteration: 372622260 1372653636 3176037561 3280289313
97700000000th iteration: 313608984 304075092 35776569 131090385
97800000000th iteration: 375509236 637674436 687439369 32501569
97900000000th iteration: 446236512 399529836 559408065 369897
98000000000th iteration: 1309089060 255524436 1305976113 405409161
98100000000th iteration: 1134151576 1204082560 4094641 836868193
98200000000th iteration: 1616649924 1915021896 14529 1351411041
98300000000th iteration: 2567505612 2795688192 1962989601 2505585
98400000000th iteration: 497213772 2030688000 2030623089 518204409
98500000000th iteration: 1678582468 1862531752 1309538809 531121
98600000000th iteration: 1887965068 16482556 1255445785 1561285561
98700000000th iteration: 345271348 626643652 636976513 35047417
98800000000th iteration: 652750816 1563097516 180823873 1528513225
98900000000th iteration: 26735500 806385388 717025441 466469641
99000000000th iteration: 598944280 787990708 845191153 49
99100000000th iteration: 34095652 2153158216 1832118025 1365040417
99200000000th iteration: 2656525972 2873503156 169014697 1485196585
99300000000th iteration: 1013760388 1890784948 132692305 2011497049
99400000000th iteration: 131398444 438518560 1050433897 1079594569
99500000000th iteration: 1721267824 712417048 1696255153 205168585
99600000000th iteration: 144144700 2933409232 1595315689 2751011209
99700000000th iteration: 2137920 882981528 1122180921 798171801
